Statistical profiling result from isolate-0x40c1d20-v8-25259.log, (34379 ticks, 2082 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     10    1.9%    LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     10  100.0%      v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
     10  100.0%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     10  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     10  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     10    1.9%    LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
     10  100.0%      v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
     10  100.0%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      5   50.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
      5  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      5   50.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:118:36
      5  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28

    486    1.4%  Builtin: KeyedLoadIC_Megamorphic
     96   19.8%    LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     96  100.0%      LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     79   82.3%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     79  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     79  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     16   16.7%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:96:43
     16  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     13   81.3%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      3   18.8%            LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:93:13
      1    1.0%        LazyCompile: *forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:68:10
      1  100.0%          Function: ~hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:255:23
      1  100.0%            Function: ~self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:96:43
     68   14.0%    LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
     68  100.0%      LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     60   88.2%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     60  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
     60  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      6    8.8%        LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:219:11
      6  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      6  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      2    2.9%        LazyCompile: *forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:68:10
      2  100.0%          Function: ~self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:219:11
      2  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
     44    9.1%    LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     34   77.3%      LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     25   73.5%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     15   60.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
     15  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     10   40.0%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     10  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      9   26.5%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      9  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      9  100.0%            Builtin: PromiseHandle
     10   22.7%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
     10  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     10  100.0%          Builtin: PromiseHandle
     10  100.0%            Stub: CallApiCallbackStub
     42    8.6%    LazyCompile: *_findContextUrls /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:912:26
     32   76.2%      LazyCompile: *_findContextUrls /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:912:26
     24   75.0%        LazyCompile: *_findContextUrls /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:912:26
     18   75.0%          LazyCompile: *_findContextUrls /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:912:26
     11   61.1%            LazyCompile: *Promise.all.queue.map /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:832:34
      4   22.2%            LazyCompile: *_findContextUrls /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:912:26
      3   16.7%            LazyCompile: *retrieve /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:811:26
      6   25.0%          LazyCompile: *Promise.all.queue.map /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:832:34
      6  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      7   21.9%        LazyCompile: *retrieve /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:811:26
      7  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      7  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      1    3.1%        LazyCompile: *Promise.all.queue.map /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:832:34
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: PromiseHandle
      6   14.3%      LazyCompile: *retrieve /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:811:26
      6  100.0%        LazyCompile: *Promise.all.queue.map /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:832:34
      6  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      6  100.0%            Builtin: PromiseHandle
      4    9.5%      LazyCompile: *Promise.all.queue.map /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:832:34
      4  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%          Builtin: PromiseHandle
      3   75.0%            Stub: CallApiCallbackStub
      1   25.0%            node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
     41    8.4%    LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
     40   97.6%      LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
     31   77.5%        LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
     23   74.2%          LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
     19   82.6%            LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
      4   17.4%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      8   25.8%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      8  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      8   20.0%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      8  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      8  100.0%            Builtin: PromiseHandle
      1    2.5%        Function: ~api.toRDF /home/matt/dev/ld-hasher/node_modules/jsonld/lib/toRdf.js:46:13
      1  100.0%          Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    2.4%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      1  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: PromiseHandle
      1  100.0%            Stub: CallApiCallbackStub
     36    7.4%    LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
     36  100.0%      LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     32   88.9%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     32  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
     32  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      4   11.1%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:42:31
      4  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      2   50.0%            LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:40:7
      2   50.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     36    7.4%    LazyCompile: *api.expandIri /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:450:17
     31   86.1%      LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     28   90.3%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     23   82.1%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     14   60.9%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      9   39.1%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      5   17.9%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      5  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3    9.7%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      3  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%            Builtin: PromiseHandle
      5   13.9%      LazyCompile: *_expandValue /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:560:22
      5  100.0%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      5  100.0%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      5  100.0%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     25    5.1%    LazyCompile: *_graphToRDF /home/matt/dev/ld-hasher/node_modules/jsonld/lib/toRdf.js:73:21
     25  100.0%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
     25  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     25  100.0%          Builtin: PromiseHandle
     24   96.0%            Stub: CallApiCallbackStub
      1    4.0%            node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
     13    2.7%    LazyCompile: *taskComplete /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1583:26
     12   92.3%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1595:45
     12  100.0%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:902:20
      6   50.0%          LazyCompile: *async.auto.hash /home/matt/dev/ld-hasher/index.js:97:25
      6  100.0%            LazyCompile: *runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      5   41.7%          LazyCompile: *api.nextTick /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:447:16
      5  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    8.3%          Function: ~api.nextTick /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:447:16
      1  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    7.7%      Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1595:45
      1  100.0%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:902:20
      1  100.0%          Function: ~api.nextTick /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:447:16
      1  100.0%            Function: ~_combinedTickCallback internal/process/next_tick.js:129:33
     13    2.7%    LazyCompile: *_expandValue /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:560:22
     13  100.0%      LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     13  100.0%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     12   92.3%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      8   66.7%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      4   33.3%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      1    7.7%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     12    2.5%    LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:96:43
     12  100.0%      LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     10   83.3%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     10  100.0%          LazyCompile: *self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
     10  100.0%            LazyCompile: *self.forEach.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:288:8
      1    8.3%        LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:93:13
      1  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      1  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      1    8.3%        LazyCompile: *forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:68:10
      1  100.0%          Function: ~self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:93:13
      1  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
     10    2.1%    LazyCompile: *iterator /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:86:18
      6   60.0%      LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      6  100.0%        LazyCompile: *self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
      6  100.0%          LazyCompile: *self.forEach.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:288:8
      6  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      3   30.0%      LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:93:13
      3  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      3  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      3  100.0%            LazyCompile: *self.whilst.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:85:35
      1   10.0%      LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:40:7
      1  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
